Order Date,SKU,Item,Variant,Quantity,Value,Delivery Date,Delivery Time
2025-05-31 02:32:27+00:00,CTM11504 (SS8030/Oak),Custom Furniture,Custom,1.0,748.6,2025-07-09,2025-07-09
2025-05-31 02:32:27+00:00,CTM11504 (SS6020/Oak),Custom Furniture,Custom,1.0,,2025-07-09,2025-07-09
2025-05-31 04:40:25+00:00,WD4021/Pine,Alto 40cm Modular Wardrobe,Assembly,2.0,1468.04,2025-07-11,2025-07-11
2025-05-31 04:40:25+00:00,WD8003/Pine,Vela 80cm Modular Wardrobe,Assembly,2.0,,2025-07-11,2025-07-11
2025-05-31 06:35:46+00:00,Vigor/SuperSingle,"Luxe 13"" Ice Cool Latex Pocket Spring Mattress",Super Single,1.0,,2025-07-04,2025-07-04
2025-05-31 06:35:46+00:00,Miranda/Storage/SuperSingle/PL017,Deliver bottom panel,Assembly,1.0,2240.1,2025-07-18,2025-07-18
2025-05-31 09:45:53+00:00,T1211/3045,Pixel Work Desk,Assembly,1.0,,2025-07-25,2025-07-25
2025-05-31 12:41:25+00:00,CTM11512 (DC8036/Pine),Custom Furniture,Custom,1.0,420.42,2025-07-11,2025-07-11
2025-06-01 07:27:10+00:00,SB1048/3075-Orion13 cushion,Vernetta 100cm Walnut Sliding Shoe Bench with Cushion,Assembly,1.0,293.02,2025-07-18,2025-07-18
2025-06-01 07:38:26+00:00,DC1408/3045WH,Alexis 1.4m Maple/White 4x2 Dresser,Assembly,1.0,,2025-07-17,2025-07-17
2025-06-01 07:38:26+00:00,DC8036/3045WH,Union 80cm Chest of 6 Drawers,Assembly,1.0,788,2025-07-17,2025-07-17
2025-06-01 08:02:37+00:00,,Legs Upgrade,14.5cm Wood,1.0,,2025-07-09,2025-07-09
2025-06-01 08:02:37+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,,2025-07-09,2025-07-09
2025-06-01 08:02:37+00:00,SC5-NO SOFT CLOSE,Vegas 1.2m Oak Shoe Cabinet,Assembly,1.0,537.04,2025-07-09,2025-07-09
2025-06-01 08:02:37+00:00,CTM11519 (TV1650/1002)-Walnut wood legs,Custom Furniture,Custom,1.0,,2025-07-09,2025-07-09
2025-06-01 08:41:59+00:00,Miranda/Storage/Single/Omi02,Miranda Fabric Divan Bedframe,Storage (Hydraulic) / Single,2.0,,2025-06-26,2025-06-26
2025-06-01 11:29:05+00:00,CTM11523 (SB8311/Espresso),Custom Furniture,Custom,1.0,351.82,2025-07-09,2025-07-09
2025-06-01 14:36:09+00:00,CTM11524,Custom Furniture,Custom,1.0,520,2025-07-17,2025-07-17
2025-06-02 03:02:10+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,540.46,2025-06-13,2025-06-13
2025-06-03 05:59:14+00:00,BS9001/3075,Super 90cm Walnut Short Bookcase,Assembly,1.0,,2025-09-12,2025-09-12
2025-06-03 05:59:14+00:00,CTM11530(BT4545/3075)-soft close drawer,Custom Furniture,Custom,1.0,,2025-09-12,2025-09-12
2025-06-03 05:59:14+00:00,CTM11530(BT4545LEFT/3075)-soft close drawer,Custom Furniture,Custom,1.0,,2025-09-12,2025-09-12
2025-06-03 05:59:14+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,,2025-09-12,2025-09-12
2025-06-03 05:59:14+00:00,,Soft Closing Slider Upgrade,Sliders / Soft Close,2.0,771.26,2025-09-12,2025-09-12
2025-06-07 12:51:31+00:00,CTM11543,Custom Furniture,Custom,1.0,,2025-07-25,2025-07-25
2025-06-07 12:51:31+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,685.02,2025-07-25,2025-07-25
2025-06-07 12:57:24+00:00,Miranda/Storage/Boucle/Queen,Miranda Hydraulic Storage Bedframe,Queen / Bouclé Fabric,1.0,636.02,2025-07-18,2025-07-18
2025-06-08 06:55:44+00:00,CTM11550 (TV1853/3045),Custom Furniture,Custom,1.0,429,2025-07-24,2025-07-24
2025-06-11 02:37:13+00:00,SI1680/Walnut,Monaco 1.6m Walnut 4-Door Sideboard,Assembly,1.0,359,2025-07-09,2025-07-09
2025-06-11 04:48:51+00:00,BS-SS4001GD-LEFT/3045 (Door open to the left),Denver 40cm Maple Bookcase Display Shelf with Glass Door,Assembly,1.0,499,2025-07-25,2025-07-25
2025-06-11 06:20:17+00:00,TV1266/3075,Match 1.2m Walnut TV Console Cabinet,Assembly,1.0,958.44,2025-07-24,2025-07-24
2025-06-11 06:20:17+00:00,WD4021/3036,Alto 40cm Modular Wardrobe,Assembly,1.0,,2025-07-24,2025-07-24
2025-06-11 06:20:17+00:00,WD8003/3036,Vela 80cm Modular Wardrobe,Assembly,1.0,,2025-07-24,2025-07-24
2025-06-12 11:00:32+00:00,DC1232/3045,Eve 1.2m Maple Chest Sideboard,Assembly,1.0,322.42,2025-08-07,2025-08-07
2025-06-13 08:08:23+00:00,DC1232/MapleWH,Eve 1.2m Maple/White Chest Sideboard,Assembly,1.0,329,2025-07-11,2025-07-11
2025-06-13 08:21:24+00:00,BS-Office Chair,Alpha High Back Office Chair,3D Adjustable / Black,1.0,489.02,2025-07-11,2025-07-11
2025-06-14 07:14:46+00:00,1039 Pull Out/SS-S/PL016,Millie Pull-out Fabric Bedframe - PL016,Super Single-Single,1.0,420.42,2025-07-24,2025-07-24
2025-06-14 07:14:46+00:00,SB7/SB6-NBG10 Pull-out Bedframe,SB7/SB6-NBG10 Pull-out Bedframe,Super Single-Single,1.0,420.42,2025-08-27,2025-08-27
2025-06-14 12:19:22+00:00,CTM11576 (SB1283/1002),Custom Furniture,Custom,1.0,322.42,2025-08-07,2025-08-07
2025-06-14 12:19:22+00:00,CU,Soft Close Hinge Upgrade,Assembly,1.0,322.42,2025-08-07,2025-08-07
2025-06-15 12:23:37+00:00,T1221LEFT/White,Theta Maple Hutch Study Table (Left),120cm,1.0,429,2025-08-05,2025-08-05
2025-06-16 09:06:06+00:00,TV24/1.6/PineWH,Hamburg 1.6m Pine/White TV Console Cabinet,Assembly,1.0,232.32,2025-07-11,2025-07-11
2025-06-19 05:45:40+00:00,TV1634/WH,Paisley 1.6m White TV Console Cabinet,Assembly,1.0,269,2025-08-07,2025-08-07
2025-06-20 05:28:09+00:00,SR2/3018WH,Bremen 80cm Oak/White Storage Cabinet,Assembly,1.0,289,2025-08-08,2025-08-08
2025-06-20 09:09:50+00:00,Zara/Divan/Leather/Queen/ML-00,Zara Divan Bedframe - ML00 (no legs),Queen / Faux Leather,1.0,821.24,2025-07-25,2025-07-25
2025-06-21 04:39:18+00:00,DC1232/Walnut -soft close door,Eve 1.2m Walnut Chest Sideboard,Assembly,1.0,,2025-07-11,2025-07-11
2025-06-21 04:39:18+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,,2025-07-11,2025-07-11
2025-06-21 06:31:03+00:00,"WD8006/3045-2 drawer locks, silver handles",Cavo 80cm Modular Wardrobe,Assembly,1.0,,2025-08-08,2025-08-08
2025-06-21 06:31:03+00:00,WD4002/3045-silver handles,Kano 40cm Modular Wardrobe,Assembly,1.0,,2025-08-08,2025-08-08
2025-06-21 06:31:03+00:00,LOCK,Lock Upgrade,Upgrade,2.0,,2025-08-08,2025-08-08
2025-06-21 06:31:03+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,822.22,2025-08-08,2025-08-08
2025-06-21 10:14:51+00:00,Storage/Single/No Headboard/ME005,Hydraulic Storage Bedframe - ME005 (no headboard),Single / Hellotex/Polo Fabric,1.0,587.02,2025-07-24,2025-07-24
2025-06-21 10:14:51+00:00,Zara/Storage/Queen/ME002,Zara Hydraulic Storage Bedframe - ME002,Queen / Hellotex/Polo Fabric,1.0,587.02,2025-07-24,2025-07-24
2025-06-21 10:14:51+00:00,Zara/Storage/Queen/ME002,Replace Headboard,Queen / Hellotex/Polo Fabric,1.0,587.02,2025-08-20,2025-08-20
2025-06-22 03:38:51+00:00,CTM11612 (SB4311/3018WH)-WOOD LEGS,Custom Furniture SB4311,Custom,1.0,,2025-08-08,2025-08-08
2025-06-22 03:38:51+00:00,CTM11612 (TV1650-T/3018WH),Custom Furniture TV1650,Custom,1.0,,2025-08-08,2025-08-08
2025-06-22 03:38:51+00:00,CTM11612A,Custom Furniture A,Custom,1.0,,2025-08-08,2025-08-08
2025-06-22 03:38:51+00:00,,Legs Upgrade,14.5cm Wood,1.0,1653.26,2025-08-08,2025-08-08
2025-06-22 03:38:51+00:00,CTM11612B-2,Custom Furniture CTM11612B-2,Custom,1.0,,2025-09-26,2025-09-26
2025-06-22 03:38:51+00:00,CTM11679 -Silver Handle,Custom Furniture CTM11679,Custom,1.0,,2025-09-26,2025-09-26
2025-06-22 06:24:00+00:00,CTM11613 (TV1650/3018)-SOFT CLOSE,Custom Furniture,Custom,1.0,,2025-08-07,2025-08-07
2025-06-22 06:24:00+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,329,2025-08-07,2025-08-07
2025-06-22 08:52:56+00:00,SB8311/3075,Brighton 80cm Walnut Shoe Cabinet,Assembly,1.0,329,2025-07-25,2025-07-25
2025-06-23 08:30:01+00:00,CTM11619,Custom Furniture,Custom,1.0,320,2025-08-07,2025-08-07
2025-06-24 09:59:49+00:00,CTM11626,Custom Furniture,Stock / Others,1.0,735,2025-08-14,2025-08-14
2025-06-25 02:26:22+00:00,BS-SS4001WD/3045,Denver 40cm Maple Bookcase with Door,Assembly,1.0,299,2025-08-08,2025-08-08
2025-06-26 07:16:00+00:00,TV24/1.6/3036WH,Hamburg 1.6m Pine/White TV Console Cabinet,Assembly,1.0,263.62,2025-07-25,2025-07-25
2025-06-26 08:43:17+00:00,WD4021/3036,Alto 40cm Modular Wardrobe,Assembly,1.0,1633.66,2025-07-25,2025-07-25
2025-06-26 08:43:17+00:00,WD8003/3036,Vela 80cm Modular Wardrobe,Assembly,3.0,,2025-07-25,2025-07-25
2025-06-27 06:57:25+00:00,SI1295/Walnut,Manhattan Flat Top 1.2m Walnut Sideboard,Assembly,1.0,,2025-07-11,2025-07-11
2025-06-27 08:22:19+00:00,SS6202/Espresso,Warwick 60cm Espresso Bookcase Display Shelf,Assembly,1.0,,2025-07-09,2025-07-09
2025-06-27 08:22:19+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,713.44,2025-07-09,2025-07-09
2025-06-27 08:22:19+00:00,DC8036/RusticWH,Union 80cm Chest of 6 Drawers,Assembly,1.0,,2025-07-09,2025-07-09
2025-06-28 05:38:32+00:00,Alpha Office Chair,Alpha High Back Office Chair,3D Adjustable / Black,1.0,499,2025-07-24,2025-07-24
2025-06-28 09:54:32+00:00,CTM11640,Custom Furniture,Custom,1.0,590,2025-08-15,2025-08-15
2025-06-28 10:42:38+00:00,SI1593/3075,Manhattan Flat Top 1.6m Walnut Sideboard,Assembly,1.0,379,2025-08-20,2025-08-20
2025-06-29 05:06:02+00:00,CTM11643,Custom Furniture,Custom,1.0,832.02,2025-08-14,2025-08-14
2025-06-29 09:00:45+00:00,Essential(noeurotop)/SuperSingle,"Essential 10.5"" Pocket Spring Mattress",Super Single,1.0,469.42,2025-07-24,2025-07-24
2025-06-29 11:14:34+00:00,CTM11649 (SB8083/WH)-KN-D822-BRS2,Custom Furniture,Custom,1.0,,2025-08-08,2025-08-08
2025-06-29 11:14:34+00:00,CH,Handle Upgrade,Upgrade,2.0,273.42,2025-08-08,2025-08-08
2025-07-01 06:07:07+00:00,SC15,Vegas 90cm 3-Door Shoe Cabinet,Assembly,1.0,129.33,2025-07-09,2025-07-09
2025-07-01 06:42:17+00:00,CTM11655,Custom Furniture,Custom,2.0,,2025-08-27,2025-08-27
2025-07-01 06:42:17+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,1078,2025-08-27,2025-08-27
2025-07-01 11:20:11+00:00,CTM11656 (WD4021/3045),Custom Furniture,Custom,1.0,299,2025-08-27,2025-08-27
2025-07-03 05:50:43+00:00,SC4,Vegas 60cm Oak Shoe Cabinet,Assembly,1.0,,2025-07-09,2025-07-09
2025-07-03 05:50:43+00:00,SC5,Vegas 1.2m Oak Shoe Cabinet,Assembly,1.0,,2025-07-09,2025-07-09
2025-07-03 05:50:43+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,311.64,2025-07-09,2025-07-09
2025-07-04 08:24:15+00:00,BT4545/3045-soft close slider,Cubo 45cm Maple Bedside Table,Assembly,1.0,,2025-08-27,2025-08-27
2025-07-04 08:24:15+00:00,BT4545LEFT/3045-soft close slider,Cubo 45cm Maple Bedside Table (Open Left),Assembly,1.0,,2025-08-27,2025-08-27
2025-07-04 08:24:15+00:00,CU,Soft Close Hinge Upgrade,Upgrade,2.0,,2025-08-27,2025-08-27
2025-07-04 08:24:15+00:00,,Soft Closing Slider Upgrade,Sliders / Soft Close,2.0,498,2025-08-27,2025-08-27
2025-07-05 03:22:07+00:00,SC5(X2),Vegas Oak 1.2m Wide 162m High Shoe Cabinet,Assembly,1.0,299,2025-07-09,2025-07-09
2025-07-05 05:32:03+00:00,SC18/WAL,Texas 1.2m Walnut Shoe Cabinet,Assembly,1.0,165.62,2025-07-09,2025-07-09
2025-07-05 05:58:09+00:00,SC4(X2)/WAL-NO SOFT CLOSE,Vegas Walnut 60cm Wide 162cm High Shoe Cabinet,Assembly,1.0,,,
2025-07-05 05:58:09+00:00,TV25/Walnut-NO SOFT CLOSE,Hamburg 1.8m Walnut TV Console Cabinet,Assembly,1.0,,,
2025-07-05 05:58:09+00:00,WD8003/WH-SOFT CLOSE DOOR,Vela 80cm Modular Wardrobe,Assembly,1.0,,2025-08-22,2025-08-22
2025-07-05 05:58:09+00:00,WD4021/WH-SOFT CLOSE DOOR,Alto 40cm Modular Wardrobe,Assembly,1.0,,2025-08-22,2025-08-22
2025-07-05 05:58:09+00:00,CU,Soft Close Hinge Upgrade,Upgrade,2.0,1222.06,2025-08-22,2025-08-22
2025-07-05 06:22:56+00:00,SC4,Vegas 60cm Oak Shoe Cabinet,Assembly,1.0,116.62,2025-07-09,2025-07-09
2025-07-05 08:27:53+00:00,DC1289/3075-soft close sliders,Nora 60cm 4-Drawer Walnut Chest of Drawers,Assembly,2.0,,2025-09-09,2025-09-09
2025-07-05 08:27:53+00:00,DC1606/3075-soft close sliders,Verona 1.6m drawer walnut,Assembly,1.0,1447,2025-09-09,2025-09-09
2025-07-05 08:27:53+00:00,,Soft Closing Slider Upgrade,Sliders / Soft Close,14.0,,2025-09-09,2025-09-09
2025-07-05 08:44:33+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,322.42,2025-08-01,2025-08-01
2025-07-05 08:44:33+00:00,SC18(X2)/OAK,Texas Oak 1.2m Wide 162m High Shoe Cabinet,Assembly,1.0,,2025-08-01,2025-08-01
2025-07-06 02:59:37+00:00,Plus(w/eurotop)/SuperSingle,"Plus 10.5"" Pocket Spring with Euro-Top Mattress",Super Single,1.0,579,2025-08-01,2025-08-01
2025-07-06 04:28:21+00:00,SB6001/Pine,Archie 60cm Pine Shoe Cabinet,Assembly,1.0,195.02,2025-07-09,2025-07-09
2025-07-06 05:56:49+00:00,SC15/WAL,Vegas 90cm Walnut Shoe Cabinet,Assembly,1.0,,2025-07-11,2025-07-11
2025-07-06 05:56:49+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,175.42,2025-07-11,2025-07-11
2025-07-06 08:04:52+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,,2025-07-09,2025-07-09
2025-07-06 08:04:52+00:00,SC18(X2)/WAL,Texas Walnut 1.2m Wide 162m High Shoe Cabinet,Assembly,1.0,322.42,2025-07-09,2025-07-09
2025-07-06 12:24:06+00:00,SB6304/Maple,Nara 60cm Wide 1.8m Maple Tall Shoe Cabinet,Assembly,1.0,359,2025-07-11,2025-07-11
2025-07-06 13:24:33+00:00,CTM11612B/3036-Add Mirror,Custom Furniture,Custom,1.0,,2025-08-22,2025-08-22
2025-07-06 13:24:33+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,1225,2025-08-22,2025-08-22
2025-07-06 13:24:33+00:00,WD8008/3036,Bora 80cm Modular Wardrobe,Assembly,1.0,,2025-08-22,2025-08-22
2025-07-06 13:24:33+00:00,,Add Mirror,Custom,1.0,,2025-08-22,2025-08-22
2025-07-06 15:40:07+00:00,SC5,Vegas 1.2m Oak Shoe Cabinet,Assembly,1.0,169,2025-07-11,2025-07-11
2025-07-07 01:35:54+00:00,SB4311/MapleWH,Eden 43cm Maple/White Shoe Cabinet,Assembly,1.0,259,2025-07-11,2025-07-11
2025-07-07 02:57:40+00:00,TV25/3075,Hamburg 1.8m Walnut TV Console Cabinet,Assembly,1.0,,2025-07-17,2025-07-17
2025-07-07 02:57:40+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,322.42,2025-07-17,2025-07-17
2025-07-07 04:09:41+00:00,CTM11683,Custom Furniture,Custom,1.0,630,2025-09-05,2025-09-05
2025-07-07 10:14:48+00:00,SC15/WAL,Vegas 90cm Walnut Shoe Cabinet,Assembly,1.0,149,2025-07-09,2025-07-09
2025-07-07 10:29:14+00:00,Plus(w/eurotop)/Queen,"Plus 10.5"" Pocket Spring with Euro-Top Mattress",Queen,1.0,567.42,2025-08-01,2025-08-01
2025-07-07 12:20:16+00:00,SB8083/Walnut - SOFTCLOSE,Richie 80cm Shoe Cabinet,Assembly,1.0,,2025-07-11,2025-07-11
2025-07-07 12:20:16+00:00,SB6001/Ash White - SOFTCLOSE,Archie 60cm Ash/White Shoe Cabinet,Assembly,1.0,,2025-07-11,2025-07-11
2025-07-07 12:20:16+00:00,CU,Soft Close Hinge Upgrade,Upgrade,2.0,478.24,2025-07-11,2025-07-11
2025-07-07 22:42:07+00:00,SB6304/3045,Nara 60cm Wide 1.8m Maple Tall Shoe Cabinet,Assembly,1.0,318.15,2025-08-08,2025-08-08
2025-07-08 09:50:20+00:00,SC5,Vegas 1.2m Oak Shoe Cabinet,Assembly,1.0,169,2025-07-11,2025-07-11
2025-07-08 10:25:31+00:00,BS-DC1289/OakWH,Nora 60cm 4-Drawer Oak/White Chest of Drawers,Assembly,1.0,,2025-07-11,2025-07-11
2025-07-08 10:25:31+00:00,DC8036/3045WH-silver handles,Union 80cm Chest of 6 Drawers,Assembly,1.0,713.44,2025-08-08,2025-08-08
2025-07-09 05:13:06+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,229,,
2025-07-09 05:13:06+00:00,SB6001/SP Oak,Archie 60cm SP Oak Shoe Cabinet,Assembly,1.0,,2025-08-01,2025-08-01
2025-07-09 05:40:34+00:00,P4053/3036,Cyber 3-Drawer Mobile Pedestal,Assembly,1.0,273.42,2025-09-26,2025-09-26
2025-07-10 05:34:44+00:00,SI1885/3045,Monaco 1.8m Maple 4-Door Sideboard,Assembly,1.0,429,2025-07-17,2025-07-17
2025-07-10 06:22:43+00:00,SC4(X2)/WAL,Vegas Walnut 60cm Wide 162cm High Shoe Cabinet,Assembly,1.0,195.02,2025-07-17,2025-07-17
2025-07-10 12:43:16+00:00,SB1283/MapleWH,Richmond 1.2m Maple/White Shoe Cabinet,Assembly,2.0,,2025-07-11,2025-07-11
2025-07-10 12:43:16+00:00,CU,Soft Close Hinge Upgrade,Upgrade,2.0,658,2025-07-11,2025-07-11
2025-07-11 03:06:29+00:00,BS-SS6202/3064,Warwick 60cm Espresso Bookcase Display Shelf,Assembly,1.0,284.05,2025-07-17,2025-07-17
2025-07-11 03:13:57+00:00,BS-SB4311/3045WH,Eden 43cm Maple/White Shoe Cabinet,Assembly,1.0,259,2025-07-17,2025-07-17
2025-07-11 03:19:27+00:00,Dang Low Back Chair,Dang Low Back Office Chair,Fixed / Black,10.0,2500,2025-08-14,2025-08-14
2025-07-11 04:00:28+00:00,SC4(X2),Vegas Oak 60cm Wide 162cm High Shoe Cabinet,Assembly,1.0,,2025-07-17,2025-07-17
2025-07-11 04:00:28+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,229,2025-07-17,2025-07-17
2025-07-11 13:03:44+00:00,SS6020/3045-KN-D822-BRS2 knob,Oxford 60cm 2 Doors Maple Bookcase,Assembly,1.0,,2025-07-17,2025-07-17
2025-07-11 13:03:44+00:00,CH,Handle Upgrade,Upgrade,2.0,312.62,2025-07-17,2025-07-17
2025-07-12 05:07:10+00:00,BS-DC1408/3045WH,Alexis 1.4m Maple/White 4x2 Dresser,Assembly,1.0,499,2025-07-18,2025-07-18
2025-07-12 05:45:45+00:00,DC8064/3075,Nora 80cm Walnut 4-Drawer Chest with Lock,Assembly,1.0,269,2025-09-30,2025-09-30
2025-07-12 07:15:19+00:00,CTM11705,Custom Furniture,Custom,1.0,398.05,2025-10-01,2025-10-01
2025-07-12 08:28:20+00:00,BS-BT4550/4045,Cubo 45cm Feather Oak Bedside Table,Assembly,1.0,199,2025-07-17,2025-07-17
2025-07-12 08:50:47+00:00,SC15,Vegas 90cm 3-Door Shoe Cabinet,Assembly,1.0,149,2025-07-17,2025-07-17
2025-07-12 09:38:38+00:00,SB1283/3075-Walnut wood legs,Richmond 1.2m Walnut Shoe Cabinet,Assembly,1.0,,2025-07-18,2025-07-18
2025-07-12 09:38:38+00:00,,Legs Upgrade,14.5cm Wood,1.0,349,2025-07-18,2025-07-18
2025-07-12 11:46:07+00:00,SC15/WAL,Vegas 90cm Walnut Shoe Cabinet,Assembly,1.0,129.33,2025-07-17,2025-07-17
2025-07-12 11:46:07+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,129.33,2025-07-17,2025-07-17
2025-07-13 03:21:08+00:00,SC4(X2)/WAL,Vegas Walnut 60cm Wide 162cm High Shoe Cabinet,Assembly,1.0,195.02,2025-07-25,2025-07-25
2025-07-13 03:55:58+00:00,Miranda/Storage/Leather/Queen,Miranda Hydraulic Storage Bedframe,Queen / Faux Leather,1.0,,2025-08-15,2025-08-15
2025-07-13 03:55:58+00:00,,Divan height - Increase 1 inch (2.5cm),Assembly,1.0,773.22,2025-08-15,2025-08-15
2025-07-13 03:55:58+00:00,Miranda/Storage/Leather/Queen,Change storage bed,Asssemble on site,1.0,,2025-09-16,2025-09-16
2025-07-13 06:03:53+00:00,CTM11712A,Custom Furniture,Custom,2.0,,2025-10-01,2025-10-01
2025-07-13 06:03:53+00:00,CTM11712B,Custom Furniture,Custom,1.0,,2025-10-01,2025-10-01
2025-07-13 06:03:53+00:00,CTM11712C,Custom Furniture,Custom,1.0,,2025-10-01,2025-10-01
2025-07-13 06:03:53+00:00,CU,Soft Close Hinge Upgrade,Upgrade,1.0,,2025-10-01,2025-10-01
2025-07-13 06:03:53+00:00,TV1634/3045WH,Paisley 1.6m Maple/White TV Console Cabinet,Assembly,1.0,,2025-10-01,2025-10-01
2025-07-13 06:03:53+00:00,,Soft Closing Slider Upgrade,Sliders / Soft Close,1.0,3644.62,2025-10-01,2025-10-01
2025-07-13 06:06:39+00:00,SC5,Vegas 1.2m Oak Shoe Cabinet,Assembly,1.0,165.62,2025-07-18,2025-07-18
2025-07-13 08:32:07+00:00,BS-DC7058/3036-Default dark grey handle,Pepe 70cm 5-Drawer Chest,Assembly,1.0,346.82,2025-07-18,2025-07-18
2025-07-13 08:39:11+00:00,SS8030/WH,Cambridge 80cm 2 Door 4 Drawer White Storage Bookcase,Assembly,1.0,420.42,2025-08-08,2025-08-08
